gene	PHC
GB47304	0.45
GB42998	0.26
GB40833	0.67
GB47983	0.33
GB48205	0.03
GB53811	0.3
GB53652	0.0
GB46475	0.26
GB44938	0.34
GB43990	0.28
GB42635	0.38
GB49629	0.33
GB50784	0.38
GB51590	0.77
GB51741	0.14
GB53410	0.67
GB50067	0.8
GB40634	0.11
GB50095	0.73
GB50731	0.48
GB55139	0.46
GB54433	0.43
GB55318	0.5
GB55989	0.19
GB40686	0.01
GB50597	0.21
GB55082	0.45
GB55944	0.0
GB44704	0.04
GB44077	0.28
GB46013	0.25
GB46084	0.16
GB43632	0.39
GB45446	0.37
GB46395	0.29
GB52596	0.37
GB41376	0.21
GB45192	0.09
GB49029	0.32
GB40103	0.25
GB53885	0.19
GB43900	0.22
GB47136	0.08
GB45444	0.61
GB47733	0.49
GB45865	0.21
GB42552	0.13
GB46534	0.22
GB44789	0.38
GB52666	0.17
GB55835	0.59
GB49463	0.47
GB40949	0.34
GB48079	0.08
GB46074	0.38
GB53483	0.17
GB40355	0.45
GB46909	0.68
GB52889	0.04
GB49903	0.39
GB44695	0.24
GB42691	0.55
GB53717	0.66
GB51732	0.1
GB53348	0.42
GB40749	0.38
GB54480	0.23
GB50251	0.38
GB40655	0.38
GB53668	0.51
GB47834	0.52
GB54730	0.44
GB42490	0.32
GB47649	0.39
GB51342	0.22
GB44102	0.09
GB47107	0.27
GB45257	0.49
GB42643	0.31
GB48404	0.51
GB43999	0.26
GB43619	0.2
GB52919	0.27
GB44491	0.45
GB42999	0.29
GB51001	0.07
GB42376	0.19
GB53079	0.36
GB40887	0.33
GB45317	0.02
GB48359	0.63
GB45817	0.03
GB43161	0.36
GB55226,GB42571	0.55
GB47475	0.34
GB42877	0.21
GB53674	0.37
GB50565	0.6
GB42238	0.41
GB50574	0.7
GB51963	0.08
GB52163	0.07
GB43016	0.24
GB53615	0.5
GB49838	0.35
GB50580	0.54
GB44063	0.59
GB42168	0.03
GB48252	0.2
GB55296	0.52
GB51118	0.2
GB54752	0.5
GB54634	0.07
GB53636	0.07
GB48797	0.27
GB49545	0.53
GB46187	0.11
GB41313	0.15
GB51909	0.52
GB51714	0.13
GB47445	0.12
GB56017	0.55
GB45344	0.24
GB50564	0.63
GB50736	0.24
GB48771	0.84
GB54162	0.42
GB42404,GB51456,GB51456	0.01
GB54175	0.34
GB47606	0.43
GB47906	0.1
GB49429	0.4
GB53881	0.28
GB40221	0.35
GB55679,GB55684	0.23
GB42703	0.02
GB41181	0.11
GB49437	0.17
GB52159	0.15
GB54760	0.65
GB40444	0.39
GB49598	0.73
GB43688,GB43689,GB51436	0.036666667
GB50428	0.64
GB42332	0.28
GB45836	0.28
GB54979	0.52
GB45376	0.35
GB49287	0.6
GB46893	0.6
GB51433	0.4
GB50438	0.25
GB49573	0.31
GB42631	0.37
GB49178	0.31
GB50050	0.49
GB43780	0.12
GB52671	0.09
GB45569	0.36
GB52058	0.4
GB55617,GB55617	0.19
GB48104	0.6
GB47928	0.14
GB45670	0.33
GB42480	0.55
GB48860	0.14
GB50439	0.43
GB42057	0.23
GB40716	0.28
GB47104	0.09
GB51260	0.28
GB52447	0.23
GB43412	0.39
GB44054	0.56
GB49115	0.03
GB48219,GB48219	0.69
GB42957	0.43
GB51884	0.17
GB47321	0.29
GB51220	0.07
GB42972	0.2
GB53824	0.62
GB52465	0.11
GB46887	0.44
GB45961	0.22
GB40261	0.08
GB50563	0.57
GB46375	0.66
GB48974	0.07
GB46793	0.51
GB50831	0.43
GB40546	0.03
GB42825	0.07
GB50414	0.31
GB53024	0.8
GB51307	0.92
GB44600	0.14
GB55891	0.0
GB42745	0.14
GB55541	0.54
GB56028	0.3
GB49421	0.49
GB54469	0.25
GB53197	0.28
GB43124	0.58
GB53796	0.16
GB52780	0.64
GB41027	0.27
GB42912	0.48
GB53960	0.75
GB42797	0.06
GB43639	0.11
GB54632	0.14
GB51484	0.59
GB42705	0.45
GB42640	0.27
GB52710	0.33
GB53069	0.38
GB42173	0.52
GB51552	0.47
GB43063,GB43063	0.57
GB40882	0.22
GB44723	0.18
GB55612	0.18
GB45906	0.07
GB42939,GB42939	0.0
GB54746	0.26
GB53420	0.16
GB53141	0.13
GB40516	0.65
GB48259	0.17
GB46602	0.27
GB46388	0.09
GB47022,GB47020,GB47022	0.1
GB40801	0.34
GB50936	0.33
GB56036	0.42
GB48244	0.5
GB40501	0.29
GB49639	0.07
GB40877	0.41
GB54387	0.03
GB40377	0.05
GB50000	0.36
GB52442	0.41
GB40438	0.32
GB54966	0.38
GB48052,GB48052	0.24
GB51900	0.13
GB42780	0.65
GB55080	0.15
GB46912	0.31
GB46920	0.21
GB50825,GB48699,GB42590,GB44714	0.115
GB44988	0.3
GB41518	0.32
GB49451	0.64
GB44893	0.11
GB50277	0.33
GB43572	0.16
GB54518,GB54518	0.49
GB45312	0.0
GB55556	0.33
GB55938	0.13
GB42859	0.6
GB51228	0.76
GB49775	0.33
GB49392	0.22
GB49555	0.82
GB52184	0.22
GB54973	0.49
GB55683	0.1
GB47705	0.06
GB54964	0.05
GB55368	0.48
GB44781	0.48
GB46008	0.25
GB45074	0.58
GB41623	0.54
GB45035	0.21
GB42582	0.27
GB46750	0.46
GB44684	0.17
GB48796	0.07
GB44586	0.3
GB55656	0.53
GB51581	0.39
GB52220	0.26
GB52119	0.19
GB46011	0.94
GB49825	0.2
GB48424	0.42
GB46438	0.12
GB45374	0.44
GB52446	0.19
GB44877	0.38
GB41756	0.69
GB44528	0.5
GB49703	0.49
GB40240	0.35
GB40417	0.62
GB44066	0.19
GB50735	0.19
GB40307	0.39
GB49959	0.4
GB49410,GB48275,GB48274	0.306666667
GB48076	0.28
GB51793	0.26
GB48293	0.36
GB47728	0.19
GB48552	0.58
GB42851	0.3
GB44451	0.22
GB48843	0.38
GB41896	0.1
GB44985	0.19
GB51201	0.39
GB46425	0.24
GB55789	0.53
GB44012	0.33
GB53874	0.37
GB51132	0.32
GB43376	0.19
GB55219	0.37
GB41492	0.45
GB44725	0.56
GB54660	0.43
GB51913	0.16
GB52591	0.18
GB44374	0.45
GB41545	0.09
GB51127	0.07
GB42723	0.14
GB43478	0.67
GB52753	0.04
GB43708	0.3
GB44626	0.23
GB40080	0.22
GB47965	0.05
GB51957	0.25
GB42025	0.1
GB55417	0.51
GB52470	0.57
GB55013	0.51
GB48171	0.57
GB47725	0.24
GB54981	0.45
GB40821	0.16
GB54355	0.15
GB42155	0.24
GB48309	0.33
GB46449	0.35
GB55416	0.39
GB40618,GB40619	0.38
GB46170,GB46170	0.3
GB50702	0.93
GB55828	0.33
GB51598	0.55
GB47514	0.37
GB49986	0.28
GB47880	0.39
GB47109	0.37
GB44498	0.08
GB53649	0.57
GB55614	0.26
GB50951	0.44
GB50637	0.2
GB49728	0.43
GB51716	0.47
GB43581	0.2
GB49376	0.32
GB46057	0.33
GB48295	0.06
GB49221	0.31
GB45910	0.14
GB54588	0.36
GB47083	0.17
GB49161	0.31
GB47903	0.18
GB51676	0.08
GB43418	0.34
GB44434	0.27
GB52445	0.34
GB49631	0.0
GB53581	0.29
GB42087	0.75
GB55747	0.62
GB40391	0.16
GB53860	0.15
GB41283	0.4
GB41633	0.28
GB40434	0.71
GB50738	0.27
GB40708	0.13
GB50516	0.23
GB42205	0.1
GB45154	0.21
GB51635	0.02
GB44053	0.41
GB50641	0.13
GB55306	0.24
GB53658	0.17
GB40005	0.3
GB47181	0.32
GB40770,GB40769,GB53986,GB53986	0.1475
GB51038	0.37
GB51600	0.52
GB50928	0.73
GB54335	0.43
GB51624	0.15
GB50284	0.12
GB50919	0.09
GB54733	0.4
GB48405	0.04
GB43279	0.47
GB47153	0.43
GB48335,GB48335	0.48
GB51787	0.2
GB50371	0.48
GB47663	0.39
GB47718	0.16
GB45712	0.14
GB54098	0.08
GB54134	0.23
GB52587	0.2
GB45752	0.34
GB43584	0.19
GB47259	0.28
GB42039	0.5
GB48743	0.08
GB55590	0.2
GB54043	0.01
GB45058	0.66
GB47694	0.5
GB42017	0.28
GB47508	0.25
GB51065	0.43
GB44453	0.36
GB40566	0.16
GB55769	0.33
GB47552	0.34
GB49864	0.17
GB43512,GB43508,GB43514,GB43510,GB43511,GB43509,GB45565	0.024285714
GB49360	0.56
GB52684	0.43
GB45843	0.56
GB43442	0.59
GB40591	0.17
GB42638	0.25
GB54882	0.3
GB44547	0.15
GB52783	0.29
GB48248	0.55
GB55593	0.14
GB49069	0.58
GB55752	0.28
GB41932	0.03
GB50604	0.19
GB41121	0.42
GB44660	0.36
GB55628	0.56
GB47623	0.17
GB48917	0.17
GB42896	0.39
GB51067	0.36
GB41580	0.0
GB50035	0.83
GB47095	0.28
GB48882	0.0
GB53625	0.14
GB46310	0.15
GB50336	0.23
GB54961	0.13
GB44686	0.8
GB42642	0.41
GB49170	0.44
GB49159	0.41
GB49177	0.34
GB44628	0.24
GB48755	0.12
GB50449	0.14
GB52824	0.25
GB49988	0.41
GB42264	0.64
GB43320	0.39
GB52994	0.23
GB49031	0.21
GB44462	0.57
GB44173	0.42
GB41968	0.43
GB52672	0.6
GB42177	0.37
GB47487,GB54960	0.17
GB50008	0.2
GB51537	0.09
GB50100	0.38
GB45249	0.12
GB48624	0.59
GB42265	0.28
GB52454	0.28
GB43815	0.26
GB42830	0.35
GB41757	0.71
GB48200	0.08
GB44016	0.5
GB43523	0.66
GB43962	0.19
GB42537	0.53
GB43629	0.34
GB49523	0.5
GB43354	0.0
GB54955	0.29
GB55396	0.26
GB53702	0.53
GB41831	0.35
GB42690	0.41
GB47753	0.4
GB54112	0.16
GB45187	0.03
GB50724	0.34
GB40600	0.7
GB48783	0.01
GB41011	0.21
GB48008	0.1
GB47305	0.33
GB54088	0.16
GB55450	0.01
GB54488	0.3
GB43288	0.35
GB48835	0.6
GB55852	0.41
GB50028	0.31
GB45211	0.26
GB49261	0.23
GB42456	0.15
GB55968	0.32
GB55365	0.16
GB51032	0.03
GB47227	0.33
GB45947	0.3
GB55572	0.3
GB50208	0.04
GB49798	0.41
GB40978	0.56
GB47986,GB47987	0.045
GB41907	0.72
GB49764	0.55
GB51204	0.49
GB50780	0.1
GB49812	0.6
GB53000	0.6
GB49802	0.41
GB50778	0.26
GB45743	0.33
GB45174	0.61
GB49001	0.11
GB51359	0.26
GB45977	0.32
GB48916	0.54
GB53424	0.46
GB47611	0.18
GB50567	0.65
GB50945	0.07
GB40441	0.12
GB42821	0.4
GB54652	0.22
GB41618	0.27
GB50109	0.67
GB54430	0.16
GB54528	0.14
GB49422	0.13
GB54352	0.03
GB55076	0.33
GB45024	0.08
GB46776	0.14
GB54984	0.5
GB43580	0.2
GB51213	0.3
GB43840	0.69
GB43560	0.13
GB53005	0.4
GB46502	0.31
GB40717	0.61
GB49757	0.43
GB53943	0.32
GB50280	0.17
GB41139	0.16
GB44991	0.58
GB41736	0.04
GB40389	0.31
GB54690	0.13
GB54104	0.48
GB40713	0.13
GB45704	0.68
GB49271,GB54905	0.325
GB54368	0.47
GB55860	0.22
GB52631	0.05
GB43651	0.09
GB53219	0.53
GB42863	0.64
GB44702	0.1
GB50049	0.18
GB46297	0.22
GB53675	0.18
GB42639	0.32
GB45610	0.33
GB41586,GB41586	0.54
GB40881	0.34
GB50343	0.33
GB50466	0.29
GB42755	0.15
GB55106	0.21
GB51735	0.31
GB44658	0.61
GB45445	0.61
GB54154	0.47
GB49660	0.4
GB40535	0.02
GB47396	0.45
GB43368	0.26
GB41198	0.29
GB46314	0.21
GB55598	0.29
GB45912	0.18
GB50183	0.55
GB42459,GB42459	0.43
GB46629	0.14
GB51483	0.52
GB55038	0.12
GB42887	0.09
GB51086	0.36
GB53955	0.01
GB50679	0.55
GB41484	0.5
GB52680	0.1
GB53626	0.7
GB46031	0.37
GB51382	0.01
GB51526	0.36
GB55934	0.01
GB45911	0.05
GB49403	0.33
GB54168	0.32
GB50566	0.66
GB54977	0.32
GB54346	0.08
GB46885	0.63
GB45832	0.04
GB50570	0.7
GB42435	0.01
GB54289	0.61
GB54349	0.53
GB41285	0.67
GB41446	0.15
GB45186	0.21
GB43506	0.6
GB52690	0.19
GB55901	0.54
GB44674	0.37
GB43422	0.28
GB48544	0.46
GB40211	0.31
GB40539	0.6
GB44370	0.48
GB53409	0.55
GB51183	0.18
GB45208	0.43
GB43750	0.2
GB51539	0.28
GB54691	0.31
GB54607	0.24
GB54194	0.6
GB43455	0.19
GB42089	0.05
GB44574	0.36
GB48862	0.3
GB51497	0.4
GB52750	0.24
GB44095	0.49
GB45252	0.17
GB50573	0.34
GB46904	0.06
GB48451	0.5
GB55101	0.21
GB49583	0.54
GB52735	0.64
GB48191	0.33
GB40589	0.39
GB50167	0.29
GB46413	0.3
GB52102	0.28
GB54970,GB52324,GB52326	0.18
GB50215	0.67
GB53297	0.31
GB49433	0.55
GB50668	0.24
GB42554	0.19
GB45405	0.14
GB52790	0.4
GB53078	0.32
GB55603	0.34
GB50727	0.48
GB40986	0.26
GB54685	0.44
GB47033	0.06
GB40759	0.12
GB50375	0.19
GB42179	0.19
GB48962	0.24
GB46076	0.14
GB52705	0.22
GB42366	0.54
GB42189	0.29
GB44561	0.21
GB50764	0.54
GB49624	0.18
GB45978	0.3
GB43287	0.07
GB41213	0.53
GB51943	0.38
GB54457	0.22
GB43776	0.86
GB48148,GB48148	0.14
GB54359	0.06
GB40393	0.16
GB52339	0.37
GB53194	0.29
GB49381	0.2
GB49097	0.03
GB44699	0.74
GB47991	0.66
GB46562	0.3
GB41635	0.24
GB49709	0.1
GB40387	0.12
GB46439	0.07
GB45433	0.32
GB41631	0.37
GB50559	0.21
GB52634	0.16
GB52524	0.26
GB49926	0.12
GB45172	0.07
GB50302	0.01
GB45565	0.06
GB48348	0.51
GB49944	0.11
GB50032	0.38
GB45726	0.86
GB44531	0.61
GB50904	0.11
GB44188	0.28
GB50885	0.16
GB43069	0.0
GB48966	0.16
GB51346	0.26
GB50906	0.14
GB51993	0.84
GB42260	0.15
GB54336	0.85
GB42488	0.52
GB52892	0.15
GB55961	0.16
GB43388	0.14
GB50873	0.46
GB44360	0.67
GB51903	0.24
GB45549	0.1
GB54233	0.41
GB42696	0.47
GB47670	0.53
GB55932	0.0
GB55231	0.39
GB45554	0.24
GB48202	0.18
GB49179,GB53761	0.5
GB40798	0.25
GB42906	0.49
GB43115	0.67
GB53406	0.64
GB54041	0.33
GB42995	0.0
GB50547	0.27
GB44520	0.22
GB45288	0.36
GB40966	0.01
GB48909,GB48910	0.035
GB47591	0.47
GB43517	0.04
GB48784	0.33
GB52632	0.25
GB54381	0.51
GB40795	0.23
GB41441	0.37
GB42520	0.45
GB46312,GB43670	0.55
GB51158	0.26
GB42539	0.08
GB42929	0.19
GB45740	0.23
GB48401	0.27
GB55222	0.41
GB44349	0.75
GB42749	0.27
GB55157	0.32
GB52512	0.65
GB55060	0.13
GB50589	0.5
GB46567	0.41
GB42629	0.52
GB54555	0.46
GB45946	0.32
GB40018	0.81
GB41871	0.47
GB52789	0.53
GB42778	0.32
GB46984	0.45
GB54195	0.28
GB41741	0.13
GB40873	0.26
GB45941	0.28
GB48095	0.49
GB48574	0.38
GB42741	0.01
GB42417	0.38
GB53493	0.2
GB45828	0.2
GB41362	0.55
GB44607	0.12
GB46817	0.1
GB55435	0.16
GB47029	0.27
GB41183	0.41
GB44160	0.45
GB45380	0.21
GB43303	0.45
GB54183	0.4
GB40436	0.77
GB40013	0.32
GB42146,GB55452	0.29
GB46958	0.21
GB50453	0.4
GB51012	0.34
GB47248	0.03
GB42986	0.15
GB49002	0.3
GB53326	0.05
GB46409	0.12
GB54100	0.27
GB41990	0.11
GB45141	0.33
GB48981	0.32
GB53193	0.15
GB42612	0.42
GB54240	0.04
GB54945	0.11
GB53090	0.11
GB53957	0.29
GB50693	0.17
GB41583	0.0
GB52116	0.41
GB48332	0.39
GB47381,GB44760,GB47483,GB47507,GB52976	0.624
GB50903	0.2
GB51571	0.53
GB41622	0.3
GB47721	0.11
GB50671	0.43
GB55095	0.0
GB54113	0.39
GB50398	0.17
GB53488	0.58
GB41289	0.22
GB50870	0.3
GB43306	0.12
GB41068	0.03
GB42857	0.25
GB50247	0.11
GB41284	0.2
GB55547	0.35
GB55597	0.28
GB42195	0.15
GB40209	0.76
GB54814	0.74
GB48537	0.18
GB51977	0.66
GB50571	0.34
GB52688	0.51
GB41950	0.13
GB53819	0.25
GB42624	0.44
GB48824	0.7
GB52071	0.89
GB43822	0.02
GB48781	0.23
GB52663	0.89
GB54816	0.57
GB54046,GB54046	0.32
GB53887,GB53887,GB53888	0.093333333
GB52103	0.1
GB44195	0.24
GB46733	0.74
GB44128	0.4
GB42533	0.1
GB47266	0.61
GB53951	0.26
GB49502	0.24
GB46228,GB46226,GB46222,GB46224,GB46230,GB46223,GB46227	0.014285714
GB42372	0.24
GB46748	0.25
GB44552	0.27
GB47569	0.2
GB53770	0.26
GB56016	0.29
GB48433	0.46
GB47902	0.06
GB49994	0.26
GB44300	0.52
GB48224	0.7
GB53887	0.13
GB42754	0.01
GB54301	0.15
GB42607	0.12
GB53669	0.5
GB55235	0.28
GB45562	0.41
GB54343	0.3
GB51330	0.07
GB51370	0.15
GB44645	0.13
GB46630	0.29
GB41161	0.34
GB50009	0.24
GB41669	0.36
GB48680	0.19
GB51978	0.35
GB52497	0.6
GB41619	0.3
GB41809	0.13
GB47927,GB47926	0.195
GB54103	0.17
GB46535	0.18
GB40148	0.37
GB43237	0.11
GB54312	0.25
GB43120	0.13
GB41948,GB41948	0.03
GB53514	0.15
GB40447	0.23
GB40297	0.19
GB55100	0.1
GB51475,GB42737	0.025
GB47183	0.5
GB55923	0.03
GB49102	0.43
GB47771	0.37
GB42053	0.13
GB55558	0.5
GB49167	0.52
GB49503	0.2
GB48681	0.08
GB40810	0.01
GB52806	0.04
GB50477	0.13
GB55604	0.26
GB41418	0.0
GB51224	0.35
GB53171	0.39
GB41987	0.3
GB47610,GB47610	0.29
GB53369	0.18
GB40862	0.2
GB44026	0.35
GB42581	0.37
GB52528	0.06
GB43315	0.93
GB51918	0.22
GB47465	0.51
GB54393	0.09
GB52121	0.32
GB54296	0.0
GB45653	0.22
GB47331	0.36
GB47137	0.35
GB54280	0.26
GB44206	0.37
GB51656	0.15
GB49462	0.57
GB44356	0.77
GB43086	0.02
GB41411	0.13
GB40110	0.33
GB49365	0.36
GB52433	0.34
GB43633	0.44
GB45956	0.26
GB51107	0.04
GB54681	0.38
GB50733	0.11
GB44744	0.16
GB55191	0.42
GB50102	0.61
GB49522	0.47
GB48679	0.33
GB51712	0.19
GB43151	0.0
GB47679	0.05
GB46540	0.28
GB50210	0.79
GB44219	0.4
GB51991	0.76
GB42078	0.44
GB44777	0.03
GB44417	0.37
GB46190	0.52
GB43844	0.22
GB49386	0.11
GB53655	0.14
GB54524	0.73
GB44886,GB44886	0.49
GB49865	0.27
GB47822	0.26
GB43686	0.07
GB55814	0.15
GB43102,GB43037	0.45
GB50723	0.32
GB53722	0.53
GB40092	0.27
GB47485	0.31
GB46299	0.12
GB41191	0.16
GB48830	0.16
GB52803	0.59
GB41638	0.84
GB51920,GB51920	0.12
GB44559	0.07
GB49972	0.04
GB55895	0.28
GB46298	0.11
GB40457	0.45
GB43903	0.61
GB49565	0.94
GB45660	0.36
GB40299	0.1
GB41412	0.07
GB50918	0.14
GB50124	0.12
GB53368	0.15
GB48696	0.02
GB40653	0.47
GB42318	0.2
GB51899	0.13
GB46797	0.19
GB51174	0.13
GB55140	0.5
GB42926	0.74
GB55782	0.33
GB54924	0.44
GB42725	0.2
GB52888	0.47
GB53492	0.31
GB46762	0.28
GB46517	0.27
GB44942	0.58
GB44033	0.49
GB48791	0.29
GB52644	0.03
GB40819	0.09
GB42888	0.32
GB48975	0.35
GB47592	0.19
GB48358	0.58
GB44084	0.28
GB40536	0.05
GB46172	0.18
GB42585	0.26
GB46179	0.55
GB47741,GB50718	0.24
GB46343	0.5
GB44929	0.2
GB53110	0.49
GB50830	0.14
GB46734	0.35
GB50389	0.47
GB46587	0.34
GB43537	0.22
GB55680	0.01
GB50029	0.21
GB55471	0.47
GB52539	0.16
GB43852	0.57
GB44022,GB54596	0.22
GB50656	0.33
GB53037,GB53127	0.395
GB43696	0.37
GB43927	0.49
GB47505,GB47408,GB44339,GB44339	0.865
GB50012	0.18
GB50883	0.2
GB45616	0.09
GB50612	0.43
GB53703	0.42
GB47821	0.24
GB53367	0.08
GB47840	0.05
GB48844	0.13
GB44340	0.52
GB51636	0.33
GB49405	0.15
GB42018	0.18
GB46946	0.11
GB42627	0.09
GB46619	0.53
GB43367	0.42
GB48700	0.0
GB54133	0.62
GB50230	0.2
GB51585	0.17
GB41774	0.29
GB41663	0.15
GB41361	0.08
GB53164	0.64
GB43501	0.21
GB46272	0.36
GB45523	0.9
GB48217,GB48217	0.19
GB50068	0.38
GB53917	0.37
GB55635	0.29
GB52832	0.09
GB40011	0.08
GB46819	0.17
GB41359	0.29
GB46648	0.17
GB51850	0.95
GB41665	0.46
GB52833,GB52833	0.1
GB53539	0.28
GB53018	0.1
GB47940	0.56
GB54462	0.32
GB50982	0.71
GB50283	0.07
GB50179	0.31
GB48423	0.35
GB43201	0.2
GB41719	0.29
GB42311	0.19
GB42662	0.99
GB41953	0.07
GB46680,GB47004	0.255
GB54836	0.23
GB52428	0.23
GB49992	0.41
GB43534	0.13
GB47877	0.3
GB47506,GB47482	0.2
GB51460	0.01
GB44051	0.27
GB44019	0.4
GB55827	0.0
GB50478	0.17
GB55708	0.12
GB48338	0.38
GB49938	0.29
GB40606	0.17
GB51222	0.34
GB46213	0.35
GB41151	0.36
GB54962	0.17
GB44998	0.74
GB43449	0.01
GB44068	0.24
GB42927	0.26
GB50408	0.09
GB54732	0.21
GB48832	0.37
GB40492	0.31
GB49057	0.48
GB48484	0.4
GB50676	0.11
GB49848	0.01
GB47724	0.02
GB41267	0.18
GB51579	0.76
GB47054	0.38
GB42178	0.86
GB42307	0.18
GB48713	0.0
GB53935	0.06
GB52161,GB52202,GB52203	0.3
GB42608	0.16
GB52637	0.45
GB45545	0.12
GB52027	0.11
GB48780	0.44
GB52660	0.0
GB53252	0.18
GB40722	0.71
GB50840	0.41
GB44318,GB44318,GB44318,GB44318	0.84
GB40448	0.11
GB47605	0.29
GB42688	0.38
GB45505	0.45
GB51146	0.35
GB41780	0.23
GB45731	0.16
GB48668	0.12
GB47364	0.0
GB53077	0.28
GB42663	0.61
GB45496	0.44
GB40828	0.46
GB40892	0.34
GB52698	0.36
GB48819	0.16
GB40165	0.49
GB49085	0.24
GB51253	0.69
GB55065	0.92
GB42910	0.52
GB41398	0.17
GB46845	0.31
GB48701	0.17
GB53795	0.36
GB55920	0.04
GB50044	0.31
GB41818	0.0
GB53946	0.04
GB52501	0.41
GB45026	0.48
GB55068	0.02
GB49987	0.11
GB42980,GB42980	0.15
GB47176	0.0
GB50520	0.32
GB47542	0.36
GB50296	0.42
GB54554	0.33
GB52468	0.12
GB40314	0.26
GB45010	0.47
GB45989	0.14
GB46815	0.16
GB47481	0.63
GB50530	0.19
GB48038	0.0
GB48472	0.12
GB46777	0.01
GB44503	0.31
GB41648	0.56
GB44683	0.25
GB54662	0.07
GB41078	0.12
GB44994	0.43
GB52758	0.12
GB51997	0.16
GB40338	0.29
GB47034	0.37
GB48586	0.2
GB42182	0.13
GB45434	0.02
GB42410	0.25
GB46440	0.0
GB41157	0.1
GB51736,GB41015	0.24
GB42599	0.1
GB48770	0.63
GB44104	0.54
GB47886	0.16
GB40860	0.01
GB46503	0.2
GB50376	0.2
GB50601	0.15
GB52786	0.28
GB55242	0.04
GB48407	0.12
GB53485	0.31
GB50611	0.36
GB51566	0.32
GB40056	0.36
GB50335	0.0
GB41210	0.22
GB41709	0.23
GB53947	0.18
GB48439	0.22
GB47707	0.4
GB51617	0.33
GB53776	0.11
GB43091	0.22
GB42716	0.55
GB50529	0.3
GB49779	0.49
GB48554	0.27
GB47830	0.0
GB45396	0.02
GB50451	0.18
GB45957	0.59
GB41084	0.18
GB43934	0.1
GB50937	0.1
GB55817	0.19
GB46197	0.56
GB43156	0.38
GB53200	0.03
GB51853,GB51853	0.64
GB55427	0.03
GB49857	0.49
GB42370	0.07
GB53116	0.3
GB53405	0.17
GB44608	0.04
GB51050	0.34
GB50917	0.25
GB43703	0.12
GB49786	0.35
GB50481	0.09
GB55030	0.14
GB44986	0.13
GB51485	0.13
GB46595	0.17
GB47116	0.27
GB50746	0.15
GB45209	0.12
GB54963	0.0
GB41303	0.3
GB46601	0.12
GB42305	0.05
GB54148	0.34
GB54654	0.3
GB53031	0.11
GB43642	0.5
GB55111	0.2
GB53886	0.07
GB48831,GB48833	0.285
GB54390	0.11
GB50241	0.29
GB40396	0.19
GB47745	0.21
GB45742	0.63
GB49572	0.43
GB53112	0.35
GB55379	0.37
GB51625	0.21
GB42228	0.29
GB42088	0.25
GB48314	0.42
GB53733	0.31
GB50905	0.1
GB44153	0.15
GB51420,GB51420	0.27
GB46899	0.08
GB45838	0.03
GB49220	0.14
GB55473	0.1
GB40311	0.21
GB50005	0.12
GB41236	0.03
GB47993	0.41
GB51449	0.0
GB53892	0.11
GB43823	0.02
GB55150	0.35
GB41428	0.09
GB48373	0.07
GB54969	0.02
GB55749,GB53749	0.12
GB50356	0.3
GB40252	0.11
GB45661	0.55
GB50220	0.27
GB50116,GB50121,GB45614,GB45614,GB49510	0.048
GB47027	0.3
GB51003	0.0
GB43951	0.29
GB50119	0.03
GB54126	0.28
GB45469	0.08
GB45476	0.06
GB49526	0.73
GB53010	0.09
GB42907	0.31
GB47859	0.0
GB43538	0.18
GB41733	0.26
GB53371	0.03
GB47618	0.17
GB54734	0.18
GB41655	0.31
GB41657	0.16
GB41589	0.28
GB49993	0.0
GB40937	0.09
GB46220	0.01
GB50149	0.26
GB48391	0.03
GB53504	0.23
GB42151	0.34
GB44399	0.58
GB41251	0.15
GB45629	0.06
GB42717	0.06
GB47371	0.24
GB41686	0.2
GB55561	0.25
GB44870	0.33
GB47464	0.77
GB50613	0.6
GB46288	0.05
GB49606	0.2
GB41228	0.09
GB52685	0.22
GB46453	0.08
GB49581	0.26
GB53484	0.75
GB43923	0.4
GB55966	0.26
GB43434	0.41
GB55057	0.77
GB41383,GB41383	0.65
GB53044,GB49554	0.71
GB53358	0.39
GB55169	0.1
GB46585	0.52
GB51301	0.16
GB47650	0.02
GB51206	0.08
GB54384	0.04
GB40331	0.43
GB42908	0.53
GB48842	0.2
GB44050	0.2
GB51695	0.0
GB43569	0.41
GB55615	0.11
GB47520	0.02
GB42767	0.08
GB49234	0.21
GB47612	0.1
GB40820	0.11
GB53863	0.0
GB41728	0.46
GB53263	0.95
GB53372	0.02
GB46668	0.13
GB51939	0.19
GB50775	0.13
GB41699	0.1
GB40093	0.39
GB48256	0.25
GB46250	0.15
GB51979	0.17
GB47754	0.38
GB47000	0.09
GB51304	0.23
GB48956	0.07
GB55298	0.16
GB40462	0.04
GB49225	0.04
GB46385	0.14
GB53930	0.05
GB43444	0.21
GB44189	0.5
GB54914	0.29
GB42287,GB53911,GB53978	0.06333333299999999
GB40094	0.27
GB50888	0.04
GB50084	0.19
GB53211	0.12
GB52318	0.03
GB43440	0.18
GB40616	0.02
GB53622	0.22
GB50118,GB50120	0.03
GB42623	0.28
GB43112	0.27
GB50324	0.02
GB46412	0.29
GB42911	0.39
GB43476	0.12
GB55718,GB55718	0.1
GB52831	0.12
GB42621	0.11
GB48342	0.18
GB46399	0.22
GB41772	0.22
GB48149	0.13
GB44892	0.1
GB41620	0.26
GB51989	0.02
GB48958	0.03
GB50528	0.61
GB52248	0.5
GB53623	0.3
GB54489	0.89
GB54553	0.12
GB54455	0.71
GB54424	0.15
