gene	WGA
GB47304	0.88
GB42998	0.89
GB40833	0.98
GB47983	0.91
GB48205	0.37
GB53811	0.86
GB53652	0.0
GB46475	0.82
GB44938	0.84
GB43990	0.92
GB42635	0.69
GB49629	0.89
GB50784	0.91
GB51590	0.95
GB51741	0.79
GB53410	1.0
GB50067	0.99
GB40634	0.21
GB50095	0.94
GB50731	0.89
GB55139	0.89
GB54433	0.89
GB55318	0.89
GB55989	0.68
GB40686	0.63
GB50597	0.88
GB55082	0.66
GB55944	0.06
GB44704	0.14
GB44077	0.67
GB46013	0.74
GB46084	0.5
GB43632	0.83
GB45446	0.86
GB46395	0.77
GB52596	0.78
GB41376	0.45
GB45192	0.3
GB49029	0.59
GB40103	0.82
GB53885	0.84
GB43900	0.62
GB47136	0.5
GB45444	0.93
GB47733	0.85
GB45865	0.72
GB42552	0.61
GB46534	0.89
GB44789	0.79
GB52666	0.73
GB55835	0.94
GB49463	0.9
GB40949	0.88
GB48079	0.61
GB46074	0.88
GB53483	0.69
GB40355	0.94
GB46909	0.93
GB52889	0.4
GB49903	0.86
GB44695	0.87
GB42691	0.94
GB53717	0.93
GB51732	0.44
GB53348	0.92
GB40749	0.91
GB54480	0.85
GB50251	0.68
GB40655	0.91
GB53668	0.87
GB47834	0.88
GB54730	0.84
GB42490	0.95
GB47649	0.64
GB51342	0.79
GB44102	0.92
GB47107	0.75
GB45257	0.93
GB42643	0.64
GB48404	0.82
GB43999	0.9
GB43619	0.51
GB52919	0.74
GB44491	0.81
GB42999	0.89
GB51001	0.82
GB42376	0.82
GB53079	0.89
GB40887	0.64
GB45317	0.07
GB48359	0.97
GB45817	0.68
GB43161	0.78
GB55226,GB42571	0.945
GB47475	0.9
GB42877	0.7
GB53674	0.82
GB50565	0.85
GB42238	0.93
GB50574	0.87
GB51963	0.84
GB52163	0.76
GB43016	0.89
GB53615	0.89
GB49838	0.86
GB50580	0.81
GB44063	0.9
GB42168	0.86
GB48252	0.56
GB55296	0.98
GB51118	0.79
GB54752	0.88
GB54634	0.47
GB53636	0.73
GB48797	0.79
GB49545	0.96
GB46187	0.52
GB41313	0.69
GB51909	0.73
GB51714	0.81
GB47445	0.42
GB56017	0.87
GB45344	0.84
GB50564	0.9
GB50736	0.67
GB48771	0.97
GB54162	0.95
GB42404,GB51456,GB51456	0.283333333
GB54175	0.68
GB47606	0.87
GB47906	0.52
GB49429	0.91
GB53881	0.72
GB40221	0.83
GB55679,GB55684	0.87
GB42703	0.59
GB41181	0.31
GB49437	0.9
GB52159	0.82
GB54760	0.94
GB40444	0.85
GB49598	0.88
GB43688,GB43689,GB51436	0.773333333
GB50428	0.99
GB42332	0.58
GB45836	0.85
GB54979	0.94
GB45376	0.88
GB49287	0.95
GB46893	0.89
GB51433	0.85
GB50438	0.66
GB49573	0.83
GB42631	0.85
GB49178	0.47
GB50050	0.91
GB43780	0.74
GB52671	0.47
GB45569	0.8
GB52058	0.84
GB55617,GB55617	0.71
GB48104	0.93
GB47928	0.45
GB45670	0.71
GB42480	0.88
GB48860	0.46
GB50439	0.75
GB42057	0.68
GB40716	0.81
GB47104	0.5
GB51260	0.84
GB52447	0.57
GB43412	0.8
GB44054	0.91
GB49115	0.06
GB48219,GB48219	0.96
GB42957	0.76
GB51884	0.87
GB47321	0.87
GB51220	0.57
GB42972	0.61
GB53824	0.96
GB52465	0.47
GB46887	0.83
GB45961	0.85
GB40261	0.61
GB50563	0.87
GB46375	0.89
GB48974	0.32
GB46793	0.92
GB50831	0.9
GB40546	0.76
GB42825	0.36
GB50414	0.79
GB53024	0.99
GB51307	1.0
GB44600	0.81
GB55891	0.95
GB42745	0.82
GB55541	1.0
GB56028	0.61
GB49421	0.84
GB54469	0.95
GB53197	0.91
GB43124	0.95
GB53796	0.78
GB52780	0.96
GB41027	0.84
GB42912	0.74
GB53960	0.97
GB42797	0.64
GB43639	0.84
GB54632	0.12
GB51484	0.89
GB42705	0.92
GB42640	0.6
GB52710	0.92
GB53069	0.74
GB42173	0.98
GB51552	0.97
GB43063,GB43063	0.92
GB40882	0.76
GB44723	0.67
GB55612	0.51
GB45906	0.81
GB42939,GB42939	0.0
GB54746	0.88
GB53420	0.39
GB53141	0.65
GB40516	0.93
GB48259	0.62
GB46602	0.86
GB46388	0.84
GB47022,GB47020,GB47022	0.57
GB40801	0.83
GB50936	0.76
GB56036	0.93
GB48244	0.94
GB40501	0.83
GB49639	0.54
GB40877	0.88
GB54387	0.77
GB40377	0.55
GB50000	0.74
GB52442	0.73
GB40438	0.83
GB54966	0.79
GB48052,GB48052	0.43
GB51900	0.37
GB42780	0.9
GB55080	0.45
GB46912	0.85
GB46920	0.88
GB50825,GB48699,GB42590,GB44714	0.6875
GB44988	0.69
GB41518	0.76
GB49451	0.87
GB44893	0.54
GB50277	0.7
GB43572	0.57
GB54518,GB54518	0.85
GB45312	0.55
GB55556	0.6
GB55938	0.58
GB42859	0.91
GB51228	0.99
GB49775	0.71
GB49392	0.74
GB49555	1.0
GB52184	0.65
GB54973	0.91
GB55683	0.42
GB47705	0.38
GB54964	0.38
GB55368	0.89
GB44781	0.87
GB46008	0.75
GB45074	0.97
GB41623	0.87
GB45035	0.5
GB42582	0.6
GB46750	0.85
GB44684	0.56
GB48796	0.36
GB44586	0.82
GB55656	0.95
GB51581	0.85
GB52220	0.86
GB52119	0.97
GB46011	1.0
GB49825	0.84
GB48424	0.93
GB46438	0.74
GB45374	0.91
GB52446	0.52
GB44877	0.93
GB41756	0.92
GB44528	0.75
GB49703	0.92
GB40240	0.69
GB40417	0.89
GB44066	0.9
GB50735	0.71
GB40307	0.84
GB49959	0.84
GB49410,GB48275,GB48274	0.52
GB48076	0.6
GB51793	0.82
GB48293	0.9
GB47728	0.47
GB48552	0.88
GB42851	0.57
GB44451	0.81
GB48843	0.83
GB41896	0.88
GB44985	0.53
GB51201	0.84
GB46425	0.62
GB55789	0.86
GB44012	0.87
GB53874	0.95
GB51132	0.72
GB43376	0.9
GB55219	0.68
GB41492	0.91
GB44725	0.94
GB54660	0.9
GB51913	0.73
GB52591	0.63
GB44374	0.87
GB41545	0.65
GB51127	0.69
GB42723	0.53
GB43478	0.92
GB52753	0.13
GB43708	0.9
GB44626	0.72
GB40080	0.52
GB47965	0.73
GB51957	0.49
GB42025	0.65
GB55417	0.94
GB52470	0.9
GB55013	0.87
GB48171	0.96
GB47725	0.78
GB54981	0.88
GB40821	0.56
GB54355	0.36
GB42155	0.55
GB48309	0.92
GB46449	0.9
GB55416	0.9
GB40618,GB40619	0.755
GB46170,GB46170	0.83
GB50702	0.92
GB55828	0.9
GB51598	0.89
GB47514	0.88
GB49986	0.86
GB47880	0.86
GB47109	0.84
GB44498	0.59
GB53649	1.0
GB55614	0.86
GB50951	0.94
GB50637	0.67
GB49728	0.86
GB51716	0.9
GB43581	0.65
GB49376	0.8
GB46057	0.81
GB48295	0.43
GB49221	0.83
GB45910	0.92
GB54588	0.84
GB47083	0.44
GB49161	0.68
GB47903	0.69
GB51676	0.54
GB43418	0.8
GB44434	0.91
GB52445	0.69
GB49631	0.09
GB53581	0.76
GB42087	0.98
GB55747	0.91
GB40391	0.84
GB53860	0.61
GB41283	0.87
GB41633	0.88
GB40434	0.91
GB50738	0.95
GB40708	0.76
GB50516	0.63
GB42205	0.2
GB45154	0.42
GB51635	0.17
GB44053	0.94
GB50641	0.66
GB55306	0.49
GB53658	0.86
GB40005	0.64
GB47181	0.9
GB40770,GB40769,GB53986,GB53986	0.6275
GB51038	0.85
GB51600	0.9
GB50928	0.99
GB54335	0.92
GB51624	0.91
GB50284	0.76
GB50919	0.67
GB54733	0.76
GB48405	0.37
GB43279	0.85
GB47153	0.82
GB48335,GB48335	0.91
GB51787	0.53
GB50371	0.85
GB47663	0.9
GB47718	0.44
GB45712	0.56
GB54098	0.67
GB54134	0.68
GB52587	0.75
GB45752	0.81
GB43584	0.69
GB47259	0.74
GB42039	0.79
GB48743	0.13
GB55590	0.85
GB54043	0.6
GB45058	0.96
GB47694	1.0
GB42017	0.89
GB47508	0.74
GB51065	0.87
GB44453	0.86
GB40566	0.52
GB55769	0.8
GB47552	0.87
GB49864	0.44
GB43512,GB43508,GB43514,GB43510,GB43511,GB43509,GB45565	0.451428571
GB49360	0.94
GB52684	0.93
GB45843	0.89
GB43442	0.94
GB40591	0.69
GB42638	0.59
GB54882	0.86
GB44547	0.35
GB52783	0.96
GB48248	0.97
GB55593	0.52
GB49069	0.89
GB55752	0.92
GB41932	0.55
GB50604	0.8
GB41121	0.86
GB44660	0.87
GB55628	0.97
GB47623	0.69
GB48917	0.63
GB42896	0.85
GB51067	0.51
GB41580	0.91
GB50035	0.98
GB47095	0.74
GB48882	0.0
GB53625	0.64
GB46310	0.59
GB50336	0.73
GB54961	0.82
GB44686	0.94
GB42642	0.83
GB49170	0.94
GB49159	0.76
GB49177	0.69
GB44628	0.8
GB48755	0.5
GB50449	0.62
GB52824	0.66
GB49988	0.93
GB42264	0.94
GB43320	0.77
GB52994	0.7
GB49031	0.54
GB44462	0.94
GB44173	0.9
GB41968	0.88
GB52672	0.84
GB42177	0.71
GB47487,GB54960	0.71
GB50008	0.62
GB51537	0.89
GB50100	0.99
GB45249	0.44
GB48624	0.94
GB42265	0.88
GB52454	0.81
GB43815	0.81
GB42830	0.95
GB41757	0.98
GB48200	0.45
GB44016	0.87
GB43523	0.91
GB43962	0.86
GB42537	0.92
GB43629	0.94
GB49523	0.86
GB43354	0.33
GB54955	0.79
GB55396	0.53
GB53702	0.91
GB41831	0.75
GB42690	0.69
GB47753	0.86
GB54112	0.74
GB45187	0.2
GB50724	0.85
GB40600	0.96
GB48783	0.2
GB41011	0.49
GB48008	0.17
GB47305	0.5
GB54088	0.77
GB55450	0.64
GB54488	0.89
GB43288	0.76
GB48835	0.97
GB55852	0.89
GB50028	0.86
GB45211	0.7
GB49261	0.59
GB42456	0.7
GB55968	0.94
GB55365	0.81
GB51032	0.66
GB47227	0.78
GB45947	0.84
GB55572	0.87
GB50208	0.36
GB49798	0.93
GB40978	0.93
GB47986,GB47987	0.85
GB41907	0.97
GB49764	0.92
GB51204	0.93
GB50780	0.51
GB49812	0.95
GB53000	0.96
GB49802	0.87
GB50778	0.61
GB45743	0.81
GB45174	0.91
GB49001	0.75
GB51359	0.7
GB45977	0.84
GB48916	0.96
GB53424	0.91
GB47611	0.89
GB50567	0.84
GB50945	0.7
GB40441	0.73
GB42821	0.87
GB54652	0.91
GB41618	0.77
GB50109	0.96
GB54430	0.69
GB54528	0.44
GB49422	0.42
GB54352	0.42
GB55076	0.91
GB45024	0.39
GB46776	0.81
GB54984	0.91
GB43580	0.72
GB51213	0.82
GB43840	0.9
GB43560	0.71
GB53005	0.88
GB46502	0.86
GB40717	0.96
GB49757	0.88
GB53943	0.75
GB50280	0.73
GB41139	0.76
GB44991	0.93
GB41736	0.07
GB40389	0.72
GB54690	0.42
GB54104	0.88
GB40713	0.53
GB45704	1.0
GB49271,GB54905	0.685
GB54368	0.93
GB55860	0.64
GB52631	0.7
GB43651	0.2
GB53219	0.88
GB42863	0.92
GB44702	0.17
GB50049	0.85
GB46297	0.63
GB53675	0.81
GB42639	0.6
GB45610	0.86
GB41586,GB41586	0.92
GB40881	0.63
GB50343	0.8
GB50466	0.69
GB42755	0.43
GB55106	0.79
GB51735	0.78
GB44658	0.88
GB45445	0.95
GB54154	0.81
GB49660	0.94
GB40535	0.08
GB47396	0.9
GB43368	0.7
GB41198	0.8
GB46314	0.74
GB55598	0.61
GB45912	0.89
GB50183	0.88
GB42459,GB42459	0.87
GB46629	0.45
GB51483	0.9
GB55038	0.7
GB42887	0.64
GB51086	0.88
GB53955	0.77
GB50679	0.9
GB41484	0.75
GB52680	0.74
GB53626	0.97
GB46031	0.87
GB51382	0.62
GB51526	0.88
GB55934	0.16
GB45911	0.79
GB49403	0.88
GB54168	0.84
GB50566	0.92
GB54977	0.72
GB54346	0.11
GB46885	0.84
GB45832	0.28
GB50570	0.97
GB42435	0.44
GB54289	0.92
GB54349	0.92
GB41285	0.96
GB41446	0.38
GB45186	0.9
GB43506	0.91
GB52690	0.87
GB55901	0.85
GB44674	0.84
GB43422	0.74
GB48544	0.88
GB40211	0.63
GB40539	0.88
GB44370	0.87
GB53409	0.98
GB51183	0.55
GB45208	0.94
GB43750	0.43
GB51539	0.79
GB54691	0.95
GB54607	0.62
GB54194	0.91
GB43455	0.71
GB42089	0.43
GB44574	0.9
GB48862	0.56
GB51497	0.88
GB52750	0.84
GB44095	0.9
GB45252	0.87
GB50573	0.74
GB46904	0.22
GB48451	0.91
GB55101	0.56
GB49583	0.91
GB52735	0.92
GB48191	0.67
GB40589	0.87
GB50167	0.92
GB46413	0.85
GB52102	0.59
GB54970,GB52324,GB52326	0.74
GB50215	1.0
GB53297	0.85
GB49433	0.93
GB50668	0.74
GB42554	0.63
GB45405	0.42
GB52790	0.88
GB53078	0.53
GB55603	0.73
GB50727	0.79
GB40986	0.74
GB54685	0.94
GB47033	0.28
GB40759	0.69
GB50375	0.84
GB42179	0.58
GB48962	0.89
GB46076	0.59
GB52705	0.57
GB42366	0.93
GB42189	0.88
GB44561	0.73
GB50764	0.87
GB49624	0.76
GB45978	0.85
GB43287	0.76
GB41213	0.88
GB51943	0.76
GB54457	0.94
GB43776	0.98
GB48148,GB48148	0.66
GB54359	0.28
GB40393	0.67
GB52339	0.9
GB53194	0.89
GB49381	0.76
GB49097	0.15
GB44699	1.0
GB47991	0.93
GB46562	0.81
GB41635	0.86
GB49709	0.72
GB40387	0.28
GB46439	0.74
GB45433	0.8
GB41631	0.92
GB50559	0.67
GB52634	0.63
GB52524	0.78
GB49926	0.75
GB45172	0.33
GB50302	0.09
GB45565	0.34
GB48348	0.91
GB49944	0.78
GB50032	0.9
GB45726	0.98
GB44531	0.98
GB50904	0.57
GB44188	0.53
GB50885	0.52
GB43069	0.09
GB48966	0.62
GB51346	0.58
GB50906	0.62
GB51993	0.94
GB42260	0.5
GB54336	1.0
GB42488	0.93
GB52892	0.36
GB55961	0.66
GB43388	0.32
GB50873	0.9
GB44360	0.95
GB51903	0.69
GB45549	0.59
GB54233	0.98
GB42696	0.92
GB47670	0.85
GB55932	0.24
GB55231	0.79
GB45554	0.68
GB48202	0.75
GB49179,GB53761	0.86
GB40798	0.79
GB42906	0.81
GB43115	0.96
GB53406	0.96
GB54041	0.79
GB42995	0.26
GB50547	0.79
GB44520	0.77
GB45288	0.89
GB40966	0.47
GB48909,GB48910	0.27
GB47591	0.76
GB43517	0.71
GB48784	0.9
GB52632	0.88
GB54381	0.88
GB40795	0.84
GB41441	0.71
GB42520	0.82
GB46312,GB43670	0.785
GB51158	0.53
GB42539	0.32
GB42929	0.72
GB45740	0.88
GB48401	0.92
GB55222	0.86
GB44349	1.0
GB42749	0.78
GB55157	0.93
GB52512	0.93
GB55060	0.45
GB50589	0.92
GB46567	0.88
GB42629	0.89
GB54555	0.91
GB45946	0.74
GB40018	0.96
GB41871	1.0
GB52789	0.93
GB42778	0.61
GB46984	0.85
GB54195	0.88
GB41741	0.87
GB40873	0.83
GB45941	0.84
GB48095	0.83
GB48574	0.87
GB42741	0.44
GB42417	0.91
GB53493	0.39
GB45828	0.82
GB41362	0.9
GB44607	0.53
GB46817	0.53
GB55435	0.61
GB47029	0.76
GB41183	0.81
GB44160	0.88
GB45380	0.77
GB43303	0.89
GB54183	0.84
GB40436	0.94
GB40013	0.75
GB42146,GB55452	0.86
GB46958	0.7
GB50453	0.78
GB51012	0.82
GB47248	0.64
GB42986	0.85
GB49002	0.85
GB53326	0.81
GB46409	0.69
GB54100	0.73
GB41990	0.31
GB45141	0.62
GB48981	0.79
GB53193	0.37
GB42612	0.83
GB54240	0.87
GB54945	0.44
GB53090	0.77
GB53957	0.84
GB50693	0.75
GB41583	0.77
GB52116	0.85
GB48332	0.9
GB47381,GB44760,GB47483,GB47507,GB52976	0.8959999999999999
GB50903	0.81
GB51571	0.87
GB41622	0.67
GB47721	0.57
GB50671	0.92
GB55095	0.11
GB54113	0.89
GB50398	0.46
GB53488	0.98
GB41289	0.56
GB50870	0.92
GB43306	0.61
GB41068	0.76
GB42857	0.72
GB50247	0.65
GB41284	0.71
GB55547	0.64
GB55597	0.88
GB42195	0.47
GB40209	0.99
GB54814	0.94
GB48537	0.82
GB51977	0.97
GB50571	0.75
GB52688	0.91
GB41950	0.74
GB53819	0.87
GB42624	0.77
GB48824	0.92
GB52071	0.99
GB43822	0.13
GB48781	0.79
GB52663	0.99
GB54816	0.88
GB54046,GB54046	0.95
GB53887,GB53887,GB53888	0.45
GB52103	0.77
GB44195	0.82
GB46733	0.98
GB44128	0.84
GB42533	0.47
GB47266	0.97
GB53951	0.79
GB49502	0.8
GB46228,GB46226,GB46222,GB46224,GB46230,GB46223,GB46227	0.16
GB42372	0.74
GB46748	0.89
GB44552	0.8
GB47569	0.65
GB53770	0.87
GB56016	0.7
GB48433	0.8
GB47902	0.44
GB49994	0.87
GB44300	0.92
GB48224	0.97
GB53887	0.43
GB42754	0.45
GB54301	0.81
GB42607	0.47
GB53669	0.92
GB55235	0.63
GB45562	0.92
GB54343	0.9
GB51330	0.72
GB51370	0.54
GB44645	0.65
GB46630	0.52
GB41161	0.78
GB50009	0.5
GB41669	0.88
GB48680	0.45
GB51978	0.8
GB52497	0.9
GB41619	0.74
GB41809	0.9
GB47927,GB47926	0.675
GB54103	0.48
GB46535	0.85
GB40148	0.75
GB43237	0.88
GB54312	0.89
GB43120	0.3
GB41948,GB41948	0.89
GB53514	0.77
GB40447	0.68
GB40297	0.74
GB55100	0.37
GB51475,GB42737	0.51
GB47183	0.9
GB55923	0.48
GB49102	0.89
GB47771	0.88
GB42053	0.76
GB55558	0.88
GB49167	0.89
GB49503	0.7
GB48681	0.46
GB40810	0.77
GB52806	0.1
GB50477	0.65
GB55604	0.6
GB41418	0.53
GB51224	0.81
GB53171	0.62
GB41987	0.98
GB47610,GB47610	0.81
GB53369	0.77
GB40862	0.86
GB44026	0.92
GB42581	0.75
GB52528	0.42
GB43315	0.94
GB51918	0.86
GB47465	0.95
GB54393	0.41
GB52121	0.75
GB54296	0.0
GB45653	0.57
GB47331	0.93
GB47137	0.76
GB54280	0.54
GB44206	0.88
GB51656	0.79
GB49462	0.93
GB44356	0.97
GB43086	0.03
GB41411	0.61
GB40110	0.62
GB49365	0.8
GB52433	0.9
GB43633	0.89
GB45956	0.87
GB51107	0.71
GB54681	0.81
GB50733	0.53
GB44744	0.72
GB55191	0.88
GB50102	0.92
GB49522	0.86
GB48679	0.93
GB51712	0.78
GB43151	0.02
GB47679	0.76
GB46540	0.83
GB50210	1.0
GB44219	0.92
GB51991	0.91
GB42078	0.9
GB44777	0.28
GB44417	0.92
GB46190	0.92
GB43844	0.85
GB49386	0.52
GB53655	0.51
GB54524	0.99
GB44886,GB44886	0.9
GB49865	0.61
GB47822	0.79
GB43686	0.31
GB55814	0.48
GB43102,GB43037	0.95
GB50723	0.85
GB53722	0.88
GB40092	0.69
GB47485	0.9
GB46299	0.72
GB41191	0.8
GB48830	0.55
GB52803	0.96
GB41638	0.99
GB51920,GB51920	0.34
GB44559	0.76
GB49972	0.21
GB55895	0.79
GB46298	0.56
GB40457	0.94
GB43903	0.93
GB49565	1.0
GB45660	0.87
GB40299	0.39
GB41412	0.68
GB50918	0.54
GB50124	0.68
GB53368	0.77
GB48696	0.33
GB40653	0.89
GB42318	0.79
GB51899	0.87
GB46797	0.74
GB51174	0.4
GB55140	0.95
GB42926	0.96
GB55782	0.76
GB54924	0.91
GB42725	0.82
GB52888	0.75
GB53492	0.64
GB46762	0.8
GB46517	0.87
GB44942	0.78
GB44033	0.86
GB48791	0.87
GB52644	0.17
GB40819	0.57
GB42888	0.73
GB48975	0.8
GB47592	0.71
GB48358	0.99
GB44084	0.8
GB40536	0.61
GB46172	0.74
GB42585	0.59
GB46179	0.92
GB47741,GB50718	0.515
GB46343	1.0
GB44929	0.7
GB53110	0.8
GB50830	0.8
GB46734	0.88
GB50389	0.93
GB46587	0.88
GB43537	0.79
GB55680	0.7
GB50029	0.89
GB55471	0.92
GB52539	0.72
GB43852	0.91
GB44022,GB54596	0.865
GB50656	0.82
GB53037,GB53127	0.79
GB43696	0.73
GB43927	0.89
GB47505,GB47408,GB44339,GB44339	0.9575
GB50012	0.73
GB50883	0.7
GB45616	0.46
GB50612	0.87
GB53703	0.9
GB47821	0.79
GB53367	0.71
GB47840	0.75
GB48844	0.51
GB44340	0.97
GB51636	0.81
GB49405	0.6
GB42018	0.82
GB46946	0.85
GB42627	0.65
GB46619	0.94
GB43367	0.77
GB48700	0.4
GB54133	0.93
GB50230	0.79
GB51585	0.88
GB41774	0.85
GB41663	0.85
GB41361	0.65
GB53164	0.77
GB43501	0.62
GB46272	0.84
GB45523	1.0
GB48217,GB48217	0.62
GB50068	0.97
GB53917	0.9
GB55635	0.68
GB52832	0.75
GB40011	0.82
GB46819	0.68
GB41359	0.89
GB46648	0.66
GB51850	0.98
GB41665	0.84
GB52833,GB52833	0.39
GB53539	0.91
GB53018	0.29
GB47940	0.93
GB54462	0.84
GB50982	0.96
GB50283	0.49
GB50179	0.63
GB48423	0.8
GB43201	0.44
GB41719	0.71
GB42311	0.77
GB42662	1.0
GB41953	0.78
GB46680,GB47004	0.805
GB54836	0.72
GB52428	0.77
GB49992	0.91
GB43534	0.59
GB47877	0.89
GB47506,GB47482	0.78
GB51460	0.13
GB44051	0.93
GB44019	0.84
GB55827	0.03
GB50478	0.54
GB55708	0.78
GB48338	0.9
GB49938	0.73
GB40606	0.75
GB51222	0.83
GB46213	0.95
GB41151	0.91
GB54962	0.69
GB44998	0.95
GB43449	0.08
GB44068	0.72
GB42927	0.86
GB50408	0.81
GB54732	0.81
GB48832	0.8
GB40492	0.83
GB49057	0.91
GB48484	0.86
GB50676	0.43
GB49848	0.5
GB47724	0.46
GB41267	0.63
GB51579	0.97
GB47054	0.82
GB42178	0.99
GB42307	0.7
GB48713	0.09
GB53935	0.75
GB52161,GB52202,GB52203	0.87
GB42608	0.62
GB52637	0.92
GB45545	0.79
GB52027	0.66
GB48780	0.87
GB52660	0.99
GB53252	0.68
GB40722	1.0
GB50840	0.84
GB44318,GB44318,GB44318,GB44318	0.93
GB40448	0.38
GB47605	0.83
GB42688	0.82
GB45505	0.91
GB51146	0.83
GB41780	0.77
GB45731	0.92
GB48668	0.87
GB47364	0.09
GB53077	0.54
GB42663	0.99
GB45496	0.86
GB40828	0.93
GB40892	0.75
GB52698	0.9
GB48819	0.79
GB40165	0.84
GB49085	0.72
GB51253	0.99
GB55065	0.97
GB42910	0.8
GB41398	0.84
GB46845	0.83
GB48701	0.79
GB53795	0.79
GB55920	0.59
GB50044	0.82
GB41818	0.03
GB53946	0.74
GB52501	0.9
GB45026	0.93
GB55068	0.24
GB49987	0.75
GB42980,GB42980	0.71
GB47176	0.99
GB50520	0.98
GB47542	0.81
GB50296	0.92
GB54554	0.85
GB52468	0.88
GB40314	0.86
GB45010	0.89
GB45989	0.34
GB46815	0.66
GB47481	1.0
GB50530	0.78
GB48038	0.46
GB48472	0.61
GB46777	0.11
GB44503	0.73
GB41648	0.93
GB44683	0.87
GB54662	0.6
GB41078	0.44
GB44994	0.92
GB52758	0.21
GB51997	0.39
GB40338	0.92
GB47034	0.81
GB48586	0.49
GB42182	0.69
GB45434	0.35
GB42410	0.66
GB46440	0.19
GB41157	0.89
GB51736,GB41015	0.63
GB42599	0.75
GB48770	0.93
GB44104	0.94
GB47886	0.88
GB40860	0.52
GB46503	0.62
GB50376	0.38
GB50601	0.89
GB52786	0.67
GB55242	0.52
GB48407	0.7
GB53485	0.5
GB50611	0.89
GB51566	0.89
GB40056	0.96
GB50335	0.02
GB41210	0.76
GB41709	0.54
GB53947	0.88
GB48439	0.81
GB47707	0.6
GB51617	0.95
GB53776	0.83
GB43091	0.73
GB42716	0.92
GB50529	0.82
GB49779	0.88
GB48554	0.69
GB47830	0.69
GB45396	0.63
GB50451	0.76
GB45957	0.83
GB41084	0.52
GB43934	0.3
GB50937	0.44
GB55817	0.85
GB46197	0.92
GB43156	0.93
GB53200	0.1
GB51853,GB51853	0.94
GB55427	0.51
GB49857	0.83
GB42370	0.72
GB53116	0.63
GB53405	0.78
GB44608	0.71
GB51050	0.83
GB50917	0.84
GB43703	0.84
GB49786	0.78
GB50481	0.78
GB55030	0.59
GB44986	0.91
GB51485	0.83
GB46595	0.81
GB47116	0.84
GB50746	0.85
GB45209	0.93
GB54963	0.55
GB41303	0.74
GB46601	0.48
GB42305	0.47
GB54148	0.96
GB54654	0.76
GB53031	0.44
GB43642	0.73
GB55111	0.43
GB53886	0.44
GB48831,GB48833	0.75
GB54390	0.42
GB50241	0.91
GB40396	0.77
GB47745	0.76
GB45742	1.0
GB49572	0.88
GB53112	0.64
GB55379	0.67
GB51625	0.88
GB42228	0.83
GB42088	0.88
GB48314	0.88
GB53733	0.78
GB50905	0.49
GB44153	0.84
GB51420,GB51420	0.67
GB46899	0.66
GB45838	0.7
GB49220	0.65
GB55473	0.25
GB40311	0.69
GB50005	0.71
GB41236	0.4
GB47993	0.81
GB51449	0.09
GB53892	0.74
GB43823	0.45
GB55150	0.93
GB41428	0.78
GB48373	0.33
GB54969	0.74
GB55749,GB53749	0.77
GB50356	0.84
GB40252	0.5
GB45661	0.85
GB50220	0.79
GB50116,GB50121,GB45614,GB45614,GB49510	0.446
GB47027	0.89
GB51003	0.12
GB43951	0.86
GB50119	0.19
GB54126	0.58
GB45469	0.49
GB45476	0.67
GB49526	0.84
GB53010	0.76
GB42907	0.63
GB47859	0.09
GB43538	0.52
GB41733	0.78
GB53371	0.3
GB47618	0.75
GB54734	0.62
GB41655	0.85
GB41657	0.85
GB41589	0.8
GB49993	0.0
GB40937	0.5
GB46220	0.76
GB50149	0.67
GB48391	0.63
GB53504	0.85
GB42151	0.79
GB44399	0.84
GB41251	0.8
GB45629	0.77
GB42717	0.68
GB47371	0.53
GB41686	0.79
GB55561	0.81
GB44870	0.91
GB47464	0.99
GB50613	0.92
GB46288	0.36
GB49606	0.68
GB41228	0.55
GB52685	0.82
GB46453	0.82
GB49581	0.83
GB53484	0.95
GB43923	0.91
GB55966	0.83
GB43434	0.83
GB55057	0.93
GB41383,GB41383	0.89
GB53044,GB49554	0.915
GB53358	0.89
GB55169	0.67
GB46585	0.85
GB51301	0.42
GB47650	0.09
GB51206	0.71
GB54384	0.68
GB40331	0.74
GB42908	0.81
GB48842	0.59
GB44050	0.32
GB51695	0.58
GB43569	0.85
GB55615	0.56
GB47520	0.59
GB42767	0.34
GB49234	0.87
GB47612	0.85
GB40820	0.55
GB53863	0.03
GB41728	0.69
GB53263	0.98
GB53372	0.4
GB46668	0.86
GB51939	0.8
GB50775	0.8
GB41699	0.77
GB40093	0.87
GB48256	0.83
GB46250	0.81
GB51979	0.64
GB47754	0.85
GB47000	0.94
GB51304	0.58
GB48956	0.67
GB55298	0.84
GB40462	0.67
GB49225	0.32
GB46385	0.66
GB53930	0.59
GB43444	0.69
GB44189	0.9
GB54914	0.81
GB42287,GB53911,GB53978	0.6166666670000001
GB40094	0.86
GB50888	0.64
GB50084	0.69
GB53211	0.36
GB52318	0.64
GB43440	0.73
GB40616	0.58
GB53622	0.75
GB50118,GB50120	0.315
GB42623	0.49
GB43112	0.76
GB50324	0.19
GB46412	0.91
GB42911	0.71
GB43476	0.41
GB55718,GB55718	0.29
GB52831	0.49
GB42621	0.69
GB48342	0.66
GB46399	0.77
GB41772	0.43
GB48149	0.83
GB44892	0.83
GB41620	0.89
GB51989	0.5
GB48958	0.77
GB50528	0.96
GB52248	0.78
GB53623	0.68
GB54489	1.0
GB54553	0.83
GB54455	0.99
GB54424	0.75
